15:35:25.779 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Alice', age=36, gender='Male'}
15:36:35.331 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:35.332 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:35.334 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=55, gender='Male'}
15:36:36.840 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Emma', age=54, gender='Male'}
15:36:36.840 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Jack', age=71, gender='Female'}
15:36:36.841 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=7, gender='Male'}
15:36:36.841 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=7, gender='Male'}
15:36:36.841 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:36.842 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:36.842 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Emma', age=54, gender='Male'}
15:36:38.347 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
15:36:38.349 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:36:38.349 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=71, gender='Female'}
15:36:39.855 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=43, gender='Female'}
15:36:39.855 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Grace', age=79, gender='Male'}
15:36:39.856 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=9, gender='Female'}
15:36:39.856 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=9, gender='Female'}
15:36:39.857 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:39.858 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:36:39.858 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=43, gender='Female'}
15:36:41.374 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
15:36:41.376 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:41.377 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=79, gender='Male'}
15:36:42.882 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Grace', age=28, gender='Male'}
15:36:42.883 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=4, gender='Female'}
15:36:42.883 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Bob', age=27, gender='Male'}
15:36:42.884 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=4, gender='Female'}
15:36:42.884 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:42.885 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:42.885 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Bob', age=27, gender='Male'}
15:36:44.400 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:44.402 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:44.403 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=28, gender='Male'}
15:36:45.917 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=4, gender='Female'}
15:36:45.917 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=57, gender='Male'}
15:36:45.917 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=27, gender='Male'}
15:36:45.917 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=4, gender='Female'}
15:36:45.918 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:45.918 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:45.918 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=27, gender='Male'}
15:36:47.431 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:47.431 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:47.432 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=57, gender='Male'}
15:36:48.934 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Frank', age=56, gender='Female'}
15:36:48.934 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Bob', age=48, gender='Male'}
15:36:48.935 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Bob', age=79, gender='Male'}
15:36:48.935 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:48.935 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:48.936 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Bob', age=48, gender='Male'}
15:36:50.438 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:50.440 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:36:50.441 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Frank', age=56, gender='Female'}
15:36:51.949 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
15:36:51.950 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:51.951 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Bob', age=79, gender='Male'}
15:36:53.457 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Ivy', age=62, gender='Female'}
15:36:53.458 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Bob', age=50, gender='Female'}
15:36:53.459 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Emma', age=47, gender='Female'}
15:36:53.460 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:53.461 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:36:53.462 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Emma', age=47, gender='Female'}
15:36:54.964 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:54.966 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:36:54.967 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Bob', age=50, gender='Female'}
15:36:56.481 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
15:36:56.482 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:36:56.483 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=62, gender='Female'}
15:36:57.992 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Charlie', age=13, gender='Male'}
15:36:57.993 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=53, gender='Female'}
15:36:57.994 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=50, gender='Female'}
15:36:57.995 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:57.996 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:36:57.996 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Charlie', age=13, gender='Male'}
15:36:59.505 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:36:59.507 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:36:59.507 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=50, gender='Female'}
15:37:01.023 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:37:01.024 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:37:01.025 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=53, gender='Female'}
15:37:02.527 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Alice', age=55, gender='Male'}
15:37:02.528 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Frank', age=13, gender='Female'}
15:37:02.530 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=4, gender='Male'}
15:37:02.530 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=4, gender='Male'}
15:37:02.531 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:37:02.533 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
15:37:02.533 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Frank', age=13, gender='Female'}
15:37:04.040 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
15:37:04.042 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
15:37:04.042 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Alice', age=55, gender='Male'}
23:43:44.609 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Bob', age=26, gender='Male'}
23:43:44.637 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:44.640 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:43:44.642 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Bob', age=26, gender='Male'}
23:43:46.144 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='David', age=18, gender='Male'}
23:43:46.147 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Charlie', age=17, gender='Female'}
23:43:46.154 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:46.161 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:43:46.163 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Charlie', age=17, gender='Female'}
23:43:47.677 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:47.679 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:43:47.680 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='David', age=18, gender='Male'}
23:43:49.195 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=9, gender='Male'}
23:43:49.196 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=9, gender='Male'}
23:43:49.197 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Grace', age=73, gender='Male'}
23:43:49.198 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Alice', age=40, gender='Female'}
23:43:49.200 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:49.201 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:43:49.202 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Alice', age=40, gender='Female'}
23:43:50.718 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
23:43:50.721 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:43:50.723 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=73, gender='Male'}
23:43:52.224 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Harry', age=26, gender='Female'}
23:43:52.225 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Frank', age=43, gender='Female'}
23:43:52.226 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Alice', age=36, gender='Male'}
23:43:52.228 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:52.231 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:43:52.232 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Harry', age=26, gender='Female'}
23:43:53.743 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:53.745 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:43:53.746 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Alice', age=36, gender='Male'}
23:43:55.263 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:55.265 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:43:55.266 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Frank', age=43, gender='Female'}
23:43:56.777 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Frank', age=37, gender='Male'}
23:43:56.778 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=44, gender='Female'}
23:43:56.779 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=51, gender='Female'}
23:43:56.781 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:56.783 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:43:56.784 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Frank', age=37, gender='Male'}
23:43:58.300 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:58.303 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:43:58.304 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=44, gender='Female'}
23:43:59.819 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:43:59.820 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:43:59.822 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=51, gender='Female'}
23:44:01.331 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Grace', age=46, gender='Male'}
23:44:01.332 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Harry', age=78, gender='Female'}
23:44:01.332 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='David', age=57, gender='Female'}
23:44:01.335 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:01.337 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:44:01.338 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=46, gender='Male'}
23:44:02.854 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:02.856 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:02.858 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='David', age=57, gender='Female'}
23:44:04.374 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
23:44:04.376 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:04.377 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Harry', age=78, gender='Female'}
23:44:05.881 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Grace', age=1, gender='Female'}
23:44:05.882 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='David', age=64, gender='Male'}
23:44:05.882 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Harry', age=5, gender='Male'}
23:44:05.883 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=1, gender='Female'}
23:44:05.884 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Harry', age=5, gender='Male'}
23:44:05.886 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
23:44:05.889 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:44:05.890 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='David', age=64, gender='Male'}
23:44:07.400 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Bob', age=10, gender='Female'}
23:44:07.401 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Harry', age=17, gender='Male'}
23:44:07.402 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=2, gender='Male'}
23:44:07.402 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=2, gender='Male'}
23:44:07.404 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:07.406 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:07.407 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Bob', age=10, gender='Female'}
23:44:08.911 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:08.914 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Male.txt
23:44:08.915 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Harry', age=17, gender='Male'}
23:44:10.421 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=7, gender='Male'}
23:44:10.422 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Alice', age=1, gender='Female'}
23:44:10.423 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Grace', age=16, gender='Female'}
23:44:10.424 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Alice', age=1, gender='Female'}
23:44:10.424 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=7, gender='Male'}
23:44:10.427 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:10.429 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:10.430 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=16, gender='Female'}
23:44:11.942 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Grace', age=26, gender='Female'}
23:44:11.943 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=12, gender='Female'}
23:44:11.944 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Charlie', age=80, gender='Female'}
23:44:11.946 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:11.948 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:11.949 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=12, gender='Female'}
23:44:13.457 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:13.459 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:13.460 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Grace', age=26, gender='Female'}
23:44:14.972 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
23:44:14.975 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:14.976 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Charlie', age=80, gender='Female'}
23:44:16.485 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Jack', age=43, gender='Female'}
23:44:16.486 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Charlie', age=8, gender='Female'}
23:44:16.487 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='David', age=19, gender='Female'}
23:44:16.488 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Charlie', age=8, gender='Female'}
23:44:16.490 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:16.492 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:16.493 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='David', age=19, gender='Female'}
23:44:17.997 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:17.998 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:17.999 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Jack', age=43, gender='Female'}
23:44:19.501 [Thread-1] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Charlie', age=30, gender='Female'}
23:44:19.501 [Thread-2] INFO  com.Ritik.ProducerConsumer.App - Regular Request Produced: PassengerDetails{name='Ivy', age=57, gender='Female'}
23:44:19.502 [Thread-0] INFO  com.Ritik.ProducerConsumer.App - Priority Request Produced: PassengerDetails{name='Jack', age=78, gender='Female'}
23:44:19.503 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:19.504 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:19.504 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Charlie', age=30, gender='Female'}
23:44:21.007 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//NormalCitizen.txt
23:44:21.011 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//Female.txt
23:44:21.012 [Thread-4] INFO  com.Ritik.ProducerConsumer.App - Consumed: PassengerDetails{name='Ivy', age=57, gender='Female'}
23:44:22.525 [Thread-3] INFO  com.Ritik.ProducerConsumer.App - Content is successfully written to the file: D://FileHandling//SeniorCitizen.txt
